Address,Beds,Baths,Cars,Area,Date,Ptype,Latitude,Longitude,Price,Closest Station,Straight Distance (km)
"2 Acer Glen Castle Hill, NSW, 2154",5,3,3,1796,507,House: One Storey / Lowset,-33.7354739,151.0142295,1145000,Castle Hill Station NSW,0.769219168
"3 Acer Glen Castle Hill, NSW, 2154",4,2,3,888,4010,House: One Storey / Lowset,-33.7347028,151.014184,650000,Castle Hill Station NSW,0.721313718
"6 Acer Glen Castle Hill, NSW, 2154",4,2,2,1516,1421,House,-33.7351303,151.0137975,1000000,Castle Hill Station NSW,0.714831321
"1 Adey Place Castle Hill, NSW, 2154",5,3,2,1355,3356,House,-33.7402118,151.0079084,1125000,Castle Hill Station NSW,0.956413072
"5 Adey Place Castle Hill, NSW, 2154",5,5,3,1088,5145,House: One Storey / Lowset,-33.7405614,151.0081812,1450000,Castle Hill Station NSW,0.996928155
"7 Adey Place Castle Hill, NSW, 2154",5,4,4,1057,904,House: One Storey / Lowset,-33.7406196,151.0084086,2150000,Castle Hill Station NSW,1.005270583
"9 Adey Place Castle Hill, NSW, 2154",6,7,2,1036,2045,House: One Storey / Lowset,-33.740652,151.0086132,1720000,Castle Hill Station NSW,1.010921876
"11 Adey Place Castle Hill, NSW, 2154",6,6,3,1577,2755,House: One Storey / Lowset,-33.7408018,151.0088861,1700000,Castle Hill Station NSW,1.030709972
"15 Adey Place Castle Hill, NSW, 2154",6,4,3,1654,282,House: One Storey / Lowset,-33.7408091,151.0091951,3150000,Castle Hill Station NSW,1.035916837
"17 Adey Place Castle Hill, NSW, 2154",5,4,3,1448,4257,House: One Storey / Lowset,-33.7407249,151.0095227,1271000,Castle Hill Station NSW,1.032241463
"21 Adey Place Castle Hill, NSW, 2154",5,3,4,4206,1574,House,-33.7401694,151.0097728,2050000,Castle Hill Station NSW,0.976880002
"3 Allara Place Castle Hill, NSW, 2154",4,3,2,716,2613,House: One Storey / Lowset,-33.7146226,151.0255536,930000,Cherrybrook Station NSW,2.524493537
"5 Allara Place Castle Hill, NSW, 2154",4,2,2,721,1528,House: One Storey / Lowset,-33.7144576,151.0256901,1150000,Cherrybrook Station NSW,2.539420714
"9 Allara Place Castle Hill, NSW, 2154",5,2,2,746,2593,House: Two Storey / Highset,-33.7141043,151.025872,1030000,Cherrybrook Station NSW,2.573953196
"11 Allara Place Castle Hill, NSW, 2154",4,3,3,953,3291,House,-33.7139574,151.0262358,880000,Cherrybrook Station NSW,2.582791171
"12 Allara Place Castle Hill, NSW, 2154",5,3,2,817,1264,House,-33.7143586,151.0265542,1482000,Cherrybrook Station NSW,2.53316866
"16 Allara Place Castle Hill, NSW, 2154",4,3,2,817,5911,House,-33.7140722,151.0263723,755000,Cherrybrook Station NSW,2.56772847
"2/2 Amberlea Court Castle Hill, NSW, 2154",3,2,2,836,4002,House: Semi Detached,-33.7139613,151.0228561,565000,Castle Hill Station NSW,2.433651816
"5 Amberlea Court Castle Hill, NSW, 2154",4,3,2,674,5700,House: Two Storey / Highset,-33.7145429,151.0230523,698000,Castle Hill Station NSW,2.392754375
"6 Amberlea Court Castle Hill, NSW, 2154",4,3,2,780,2404,House: One Storey / Lowset,-33.7143325,151.0226202,1230000,Castle Hill Station NSW,2.387465565
"7 Amberlea Court Castle Hill, NSW, 2154",4,3,2,672,3180,House: One Storey / Lowset,-33.7146796,151.0229613,820000,Castle Hill Station NSW,2.375570497
"9 Amberlea Court Castle Hill, NSW, 2154",4,2,2,671,1270,House: One Storey / Lowset,-33.7148162,151.0228703,1455000,Castle Hill Station NSW,2.358398244
"11 Amberlea Court Castle Hill, NSW, 2154",4,2,2,711,5344,House,-33.7149697,151.0226884,560000,Castle Hill Station NSW,2.334612746
"12 Amberlea Court Castle Hill, NSW, 2154",5,3,2,798,180,House,-33.7148018,151.0221881,1760000,Castle Hill Station NSW,2.321747771
"16 Amberlea Court Castle Hill, NSW, 2154",5,3,2,689,2825,House,-33.71511,151.0221427,878500,Castle Hill Station NSW,2.291710412
"17 Amberlea Court Castle Hill, NSW, 2154",4,2,2,559,2874,House: One Storey / Lowset,-33.7151594,151.0229613,742000,Castle Hill Station NSW,2.333478289
"21 Amberlea Court Castle Hill, NSW, 2154",5,2,2,554,2431,House: Two Storey / Highset,-33.7155489,151.0228817,835000,Castle Hill Station NSW,2.295027387
"23 Amberlea Court Castle Hill, NSW, 2154",4,2,2,482,1562,House: One Storey / Lowset,-33.7154611,151.0227339,1155000,Castle Hill Station NSW,2.294120219
"27 Amberlea Court Castle Hill, NSW, 2154",4,2,2,810,1653,House: One Storey / Lowset,-33.7153113,151.022461,1268000,Castle Hill Station NSW,2.291683504
"3 Amberwood Place Castle Hill, NSW, 2154",5,3,3,895,131,House,-33.7373169,151.0187772,1850000,Cherrybrook Station NSW,1.220852056
"4 Amberwood Place Castle Hill, NSW, 2154",4,3,2,2001,1968,House,-33.7369533,151.018157,1542000,Castle Hill Station NSW,1.164353918
"7 Amberwood Place Castle Hill, NSW, 2154",4,3,2,866,7193,House,-33.7369921,151.0189137,472600,Cherrybrook Station NSW,1.206715076
"9 Amberwood Place Castle Hill, NSW, 2154",5,3,2,890,171,House,-33.7367768,151.0190615,2000000,Cherrybrook Station NSW,1.192625616
"11 Amberwood Place Castle Hill, NSW, 2154",4,3,2,902,2966,House: One Storey / Lowset,-33.736613,151.0190729,830000,Cherrybrook Station NSW,1.191567875
"12 Amberwood Place Castle Hill, NSW, 2154",4,3,4,963,3338,House: One Storey / Lowset,-33.7361329,151.0183679,875000,Castle Hill Station NSW,1.138166075
"14 Amberwood Place Castle Hill, NSW, 2154",4,2,2,891,3616,House: One Storey / Lowset,-33.7359265,151.018186,771250,Castle Hill Station NSW,1.113035558
"15 Amberwood Place Castle Hill, NSW, 2154",5,3,2,907,3567,House: One Storey / Lowset,-33.7359411,151.0188682,840000,Castle Hill Station NSW,1.170975809
"16 Amberwood Place Castle Hill, NSW, 2154",4,3,2,913,1638,House: One Storey / Lowset,-33.7359882,151.0179586,1680000,Castle Hill Station NSW,1.097102274
"18 Amberwood Way Castle Hill, NSW, 2154",6,3,2,888,172,House,-33.7355354,151.0175948,1700000,Castle Hill Station NSW,1.045103046
"20 Amberwood Way Castle Hill, NSW, 2154",3,3,2,850,767,House,-33.7353704,151.0177313,1395000,Castle Hill Station NSW,1.049177044
"24 Amberwood Way Castle Hill, NSW, 2154",4,2,3,1079,2746,House: One Storey / Lowset,-33.7349404,151.0177998,885000,Castle Hill Station NSW,1.037050021
"25 Amberwood Way Castle Hill, NSW, 2154",4,2,2,923,4013,House: One Storey / Lowset,-33.7352044,151.0182543,665000,Castle Hill Station NSW,1.086840223
"27 Amberwood Way Castle Hill, NSW, 2154",4,3,2,848,1289,House,-33.7350911,151.0184362,1710000,Castle Hill Station NSW,1.098024421
"33 Amberwood Way Castle Hill, NSW, 2154",5,6,3,2345,5386,House,-33.7344079,151.0188909,2110000,Castle Hill Station NSW,1.114047881
