Address,Beds,Baths,Cars,Area,Date,Ptype,Latitude,Longitude,Price,Closest Station,Straight Distance (km)
"2 Adamson Avenue Thornleigh, NSW, 2120",3,1,1,696,213,House,-33.7214426,151.0854625,1290000,Thronleigh Station NSW,0.274888738
"3 Adamson Avenue Thornleigh, NSW, 2120",2,1,3,720,73,House: One Storey / Lowset,-33.7213085,151.0847801,1040000,Thronleigh Station NSW,0.333869654
"4 Adamson Avenue Thornleigh, NSW, 2120",3,1,2,696,1599,House: One Storey / Lowset,-33.721351,151.085417,900000,Thronleigh Station NSW,0.276732931
"6 Adamson Avenue Thornleigh, NSW, 2120",3,1,3,696,1045,House: One Storey / Lowset,-33.7211626,151.0854625,1210000,Thronleigh Station NSW,0.269087503
"7 Adamson Avenue Thornleigh, NSW, 2120",4,2,1,702,782,House: One Storey / Lowset,-33.7210783,151.0847005,1230000,Thronleigh Station NSW,0.338242212
"8 Adamson Avenue Thornleigh, NSW, 2120",4,2,2,709,6421,House,-33.7210478,151.085326,412800,Thronleigh Station NSW,0.280303486
"9 Adamson Avenue Thornleigh, NSW, 2120",3,2,1,560,1475,House,-33.7209421,151.0845981,1040000,Thronleigh Station NSW,0.346894054
"11 Adamson Avenue Thornleigh, NSW, 2120",3,1,1,1005,1330,House: One Storey / Lowset,-33.7207706,151.0845526,1201253,Thronleigh Station NSW,0.35104292
"17 Adamson Avenue Thornleigh, NSW, 2120",4,2,1,727,4544,House: One Storey / Lowset,-33.7205074,151.0844616,613500,Thronleigh Station NSW,0.361333748
"18 Adamson Avenue Thornleigh, NSW, 2120",4,1,1,696,2219,House: One Storey / Lowset,-33.7204479,151.0849734,917000,Thronleigh Station NSW,0.315159771
"19 Adamson Avenue Thornleigh, NSW, 2120",3,2,2,696,6022,House,-33.7203926,151.0843251,550000,Thronleigh Station NSW,0.37539509
"20 Adamson Avenue Thornleigh, NSW, 2120",3,1,1,689,2960,House,-33.7203034,151.0849166,550000,Thronleigh Station NSW,0.322978747
"22 Adamson Avenue Thornleigh, NSW, 2120",3,1,1,765,1683,House: One Storey / Lowset,-33.7201318,151.0848711,1181000,Thronleigh Station NSW,0.33116982
"24 Adamson Avenue Thornleigh, NSW, 2120",3,1,2,835,6387,House,-33.7200118,151.0848711,535000,Thronleigh Station NSW,0.334624201
"26 Adamson Avenue Thornleigh, NSW, 2120",3,1,3,765,3925,House: One Storey / Lowset,-33.7198003,151.0848256,715000,Thronleigh Station NSW,0.345857295
"27 Adamson Avenue Thornleigh, NSW, 2120",3,1,3,740,4417,House: One Storey / Lowset,-33.7194042,151.0843706,580000,Thronleigh Station NSW,0.40123634
